Price,Year,Kilometer,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Fuel Type,Transmission,Owner,Seller Type,Drivetrain,PriceRange
699000.0,2018.0,43000.0,1248.0,3840.0,1735.0,1530.0,5.0,37.0,Diesel,Automatic,First,Individual,FWD,1
484999.0,2013.0,107000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
850000.0,2011.0,85000.0,2143.0,4868.0,1854.0,1471.0,5.0,90.0,Diesel,Automatic,Second,Individual,RWD,4
1085000.0,2018.0,8922.0,1198.0,3994.0,1811.0,1607.0,5.0,44.0,Petrol,Automatic,First,Individual,FWD,1
319000.0,2013.0,47800.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
1725000.0,2019.0,68758.0,1956.0,4598.0,1894.0,1706.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,1
475000.0,2015.0,72000.0,1498.0,4386.0,1683.0,1603.0,7.0,42.0,Diesel,Manual,Second,Individual,FWD,1
890000.0,2022.0,7500.0,1199.0,3827.0,1742.0,1615.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
235000.0,2012.0,37000.0,998.0,3539.0,1495.0,1700.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
445000.0,2016.0,22402.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
1060000.0,2019.0,12382.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Corporate,FWD,1
690000.0,2017.0,61000.0,1248.0,3995.0,1745.0,1500.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,1
1750000.0,2015.0,72000.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Automatic,Second,Individual,AWD,3
395000.0,2018.0,75500.0,999.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,1
2790000.0,2018.0,25000.0,1995.0,4439.0,1821.0,1612.0,5.0,51.0,Diesel,Automatic,First,Individual,FWD,4
2475000.0,2018.0,38000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,3
145000.0,2009.0,39586.0,1061.0,3520.0,1475.0,1690.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
750000.0,2018.0,33647.0,1197.0,3985.0,1734.0,1505.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
800000.0,2012.0,75576.0,1394.4,4285.2,1728.0,1558.0,5.4,45.6,Diesel,Automatic,Second,Individual,FWD,4
950000.0,2016.0,86000.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,2
569000.0,2018.0,57847.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
470000.0,2016.0,74000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
450000.0,2014.0,85000.0,1461.0,4331.0,1822.0,1671.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,1
299000.0,2016.0,26000.0,999.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,1
1875000.0,2020.0,18000.0,1353.0,4300.0,1790.0,1635.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,1
1825000.0,2022.0,11000.0,2184.0,3985.0,1820.0,1844.0,4.0,57.0,Diesel,Automatic,First,Individual,AWD,2
1195000.0,2010.0,74000.0,2497.0,4841.0,1846.0,1468.0,5.0,70.0,Diesel,Automatic,Second,Individual,FWD,4
790000.0,2019.0,25000.0,1197.0,3995.0,1745.0,1510.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,3
1095000.0,2017.0,39000.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Automatic,Second,Individual,FWD,1
1950000.0,2020.0,45000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,3
525000.0,2015.0,80852.0,1198.0,3970.0,1682.0,1453.0,5.0,45.0,Petrol,Automatic,Second,Individual,FWD,1
2100000.0,2018.0,75592.0,2999.0,4825.0,1860.0,1840.0,7.0,65.0,Diesel,Automatic,First,Individual,RWD,3
270000.0,2014.0,54420.0,998.0,3620.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
894999.0,2015.0,39780.0,1798.0,4620.0,1775.0,1475.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,3
335000.0,2013.0,78301.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Automatic,Second,Individual,FWD,1
1000000.0,2018.0,38000.0,2179.0,4788.0,1903.0,1791.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,1
960000.0,2016.0,37079.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,1
1300000.0,2014.0,51000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,3
375000.0,2013.0,39000.0,1198.0,3970.0,1682.0,1453.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
300000.0,2011.0,90000.0,1331.4,4131.8,1673.0,1550.0,5.0,44.6,Petrol,Manual,Second,Individual,FWD,1
3299000.0,2017.0,29999.0,1999.0,4795.0,1967.0,1416.0,5.0,56.0,Diesel,Automatic,First,Individual,RWD,5
1798999.0,2016.0,84700.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,3
1875000.0,2014.0,66000.0,2749.4,4697.2,1844.2,1660.0,5.8,63.6,Diesel,Automatic,First,Individual,FWD,5
545000.0,2014.0,56000.0,1591.0,4370.0,1700.0,1475.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
1085000.0,2022.0,3383.0,998.0,3995.0,1770.0,1605.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
725000.0,2018.0,42000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
1090000.0,2012.0,65000.0,1995.0,4648.0,1881.0,1661.0,5.0,67.0,Diesel,Automatic,Second,Individual,AWD,4
900000.0,2019.0,17000.0,1199.0,3999.0,1734.0,1601.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
3400000.0,2016.0,38000.0,1995.0,4936.0,1868.0,1479.0,5.0,65.0,Diesel,Automatic,Second,Individual,RWD,4
295000.0,2014.0,62500.0,1498.0,3990.0,1680.0,1505.0,5.0,35.0,Diesel,Manual,First,Individual,FWD,1
2251000.0,2021.0,30229.0,1956.0,4598.0,1894.0,1706.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,1
430000.0,2016.0,26600.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,CNG,Manual,First,Individual,FWD,1
600000.0,2017.0,86000.0,1248.0,4490.0,1730.0,1485.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,1
1595000.0,2017.0,86000.0,1999.0,4475.0,1850.0,1660.0,5.0,62.0,Petrol,Automatic,First,Individual,FWD,1
375000.0,2013.0,29135.0,1197.0,3995.0,1710.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
1200000.0,2015.0,50965.0,1984.0,4370.0,1783.0,1458.0,5.0,60.0,Diesel,Automatic,First,Corporate,FWD,3
1525000.0,2014.0,72000.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,3
2675000.0,2016.0,28000.0,1991.0,4686.0,1810.0,1442.0,5.0,66.0,Petrol,Automatic,First,Individual,RWD,4
545000.0,2015.0,42000.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
2499000.0,2015.0,50623.0,2179.0,4465.0,1900.0,1635.0,5.0,57.0,Diesel,Automatic,Second,Individual,AWD,6
1095000.0,2020.0,43260.0,1197.0,3971.0,1682.0,1469.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,1
325000.0,2015.0,67738.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,CNG,Manual,Second,Individual,FWD,1
1375000.0,2019.0,69000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,AWD,2
975000.0,2012.0,93417.0,2179.0,4601.8,1795.8,1587.6,5.8,62.8,Diesel,Automatic,First,Individual,FWD,3
745000.0,2021.0,14722.0,1197.0,3845.0,1735.0,1530.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
2175000.0,2017.0,29000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,3
1250000.0,2017.0,60200.0,1368.0,4395.0,1818.0,1640.0,5.0,60.0,Petrol,Automatic,First,Corporate,FWD,3
625000.0,2017.0,23798.0,1199.0,3999.0,1734.0,1601.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
250000.0,2011.0,55000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
650000.0,2017.0,51000.0,1197.0,4384.0,1699.0,1466.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,1
310000.0,2014.0,49000.0,1198.0,3610.0,1680.0,1500.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
600000.0,2017.0,48000.0,1498.0,4315.0,1822.0,1695.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
295000.0,2013.0,74000.0,1498.0,4291.0,1722.0,1496.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
484999.0,2012.0,102000.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,Second,Individual,FWD,2
1550000.0,2020.0,48400.0,1821.2,3993.0,1811.0,1606.0,5.0,54.0,Otro,Automatic,First,Individual,FWD,1
1625000.0,2021.0,16000.0,1353.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,3
590000.0,2020.0,74000.0,1197.0,3805.0,1680.0,1520.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
561000.0,2015.0,61000.0,1396.0,3985.0,1734.0,1505.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
725000.0,2014.0,104814.0,1798.0,4540.0,1760.0,1480.0,5.0,55.0,Petrol,Manual,First,Individual,FWD,3
645000.0,2013.0,17000.0,1797.0,4530.0,1775.0,1470.0,5.0,56.0,Petrol,Manual,First,Individual,FWD,1
1695000.0,2015.0,60000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,3
450000.0,2016.0,45000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
1375000.0,2016.0,75811.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,2
1700000.0,2021.0,3813.0,1997.0,3985.0,1820.0,1855.0,4.0,57.0,Petrol,Manual,First,Individual,AWD,2
525000.0,2016.0,64928.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
590000.0,2018.0,68500.0,1248.0,3995.0,1735.0,1515.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,1
1495000.0,2014.0,85000.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,3
3300000.0,2017.0,41296.0,1995.0,4899.0,2094.0,1464.0,5.0,65.0,Diesel,Automatic,First,Individual,RWD,4
385000.0,2013.0,72567.0,1498.0,3990.0,1680.0,1505.0,5.0,35.0,Diesel,Manual,First,Individual,FWD,1
875000.0,2018.0,82000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
295000.0,2010.0,33000.0,1298.0,4160.0,1690.0,1530.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
235000.0,2011.0,54000.0,1368.0,4560.0,1730.0,1487.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
969999.0,2018.0,68000.0,1582.0,4270.0,1780.0,1665.0,5.0,55.0,Diesel,Manual,First,Individual,FWD,1
1700000.0,2022.0,8530.0,1498.0,4549.0,1748.0,1489.0,5.0,40.0,Petrol,Automatic,UnRegistered Car,Individual,FWD,1
1789999.0,2018.0,46000.0,1999.0,4475.0,1850.0,1660.0,5.0,62.0,Petrol,Automatic,First,Individual,FWD,1
1964999.0,2020.0,26000.0,2694.0,4735.0,1830.0,1795.0,7.0,65.0,Petrol,Manual,First,Individual,RWD,3
4000000.0,2014.0,39394.0,1984.0,4198.0,1842.0,1353.0,2.0,60.0,Petrol,Automatic,Second,Individual,AWD,3
484999.0,2018.0,35000.0,1199.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
580000.0,2019.0,17881.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
450000.0,2014.0,48409.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,Second,Individual,FWD,1
355000.0,2020.0,40000.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
2375000.0,2017.0,61643.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,3
1050000.0,2022.0,1500.0,1199.0,3993.0,1811.0,1606.0,5.0,44.0,Petrol,Manual,First,Individual,FWD,1
445000.0,2014.0,38985.0,1498.0,3998.0,1765.0,1647.0,5.0,52.0,Diesel,Manual,First,Individual,FWD,1
495000.0,2015.0,52000.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
275000.0,2011.0,42000.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
465000.0,2014.0,29442.0,1198.0,3990.0,1680.0,1505.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
695000.0,2020.0,18000.0,1197.0,3805.0,1680.0,1520.0,5.0,60.0,CNG,Manual,First,Individual,FWD,1
3210000.0,2018.0,37000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,3
269000.0,2009.0,85000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,1
445000.0,2018.0,65555.0,1186.0,3995.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,1
3800000.0,2018.0,87000.0,1995.0,4657.0,1881.0,1678.0,5.0,67.0,Diesel,Automatic,First,Individual,AWD,4
1000000.0,2018.0,42000.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,1
1490000.0,2018.0,68000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,Second,Individual,AWD,2
1550000.0,2022.0,600.0,1498.0,4323.0,1809.0,1650.0,5.0,48.0,Petrol,Manual,First,Individual,FWD,3
575000.0,2013.0,82000.0,1998.0,4555.0,1770.0,1755.0,8.0,55.0,Petrol,Manual,UnRegistered Car,Individual,FWD,3
484999.0,2017.0,86006.0,1364.0,3884.0,1695.0,1510.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,3
425000.0,2014.0,75000.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
3195000.0,2021.0,21651.0,1798.0,4861.0,1864.0,1483.0,5.0,66.0,Petrol,Automatic,First,Individual,FWD,2
725000.0,2016.0,84000.0,1396.0,3995.0,1760.0,1555.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
2450000.0,2014.0,65000.0,2997.0,4804.0,2141.0,1796.0,5.0,70.0,Diesel,Automatic,Second,Individual,AWD,4
741000.0,2017.0,31000.0,1373.0,4490.0,1730.0,1485.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,1
1550000.0,2020.0,28000.0,2184.0,3985.0,1820.0,1920.0,6.0,57.0,Diesel,Manual,First,Individual,AWD,2
645000.0,2015.0,64000.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
550000.0,2014.0,85000.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
595000.0,2017.0,35000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Automatic,Third,Individual,FWD,1
1595000.0,2015.0,44000.0,1984.0,4370.0,1783.0,1458.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,3
500000.0,2017.0,32000.0,998.0,3715.0,1635.0,1565.0,5.0,35.0,Petrol,Automatic,Second,Individual,FWD,1
345000.0,2016.0,49857.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
299000.0,2013.0,46000.0,998.0,3636.0,1475.0,1670.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
160000.0,2008.0,50000.0,1061.0,3520.0,1475.0,1690.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
570000.0,2017.0,36000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
800000.0,2021.0,13000.0,999.0,3991.0,1750.0,1605.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
440000.0,2018.0,40000.0,1155.4,3655.0,1620.0,1675.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,1
509999.0,2007.0,39000.0,1169.8,3810.0,1585.0,1641.0,5.8,38.6,Petrol,Automatic,Third,Individual,FWD,4
315000.0,2013.0,45000.0,998.0,3515.0,1500.0,1510.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,1
1850000.0,2011.0,26000.0,3498.0,5226.0,2120.0,1479.0,5.0,90.0,Petrol,Automatic,First,Individual,RWD,4
1995000.0,2018.0,35123.0,2393.0,4735.0,1830.0,1795.0,8.0,55.0,Diesel,Manual,First,Individual,RWD,3
1875000.0,2021.0,21000.0,1493.0,4315.0,1800.0,1645.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,3
1748999.0,2022.0,2670.0,1497.0,4300.0,1790.0,1635.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,1
779000.0,2016.0,9889.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
1450000.0,2021.0,13000.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
890000.0,2018.0,35000.0,1198.0,3994.0,1811.0,1607.0,5.0,44.0,Petrol,Automatic,First,Individual,FWD,1
625000.0,2017.0,51145.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
2900000.0,2011.0,56000.0,4163.0,4649.0,1860.0,1366.0,5.0,64.0,Petrol,Automatic,Third,Individual,AWD,3
2500000.0,2017.0,82900.0,1968.0,4861.0,1864.0,1483.0,5.0,66.0,Diesel,Automatic,First,Individual,FWD,2
249000.0,2014.0,56843.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Otro,Manual,Second,Individual,FWD,1
270000.0,2015.0,64000.0,1196.0,3795.0,1680.0,1427.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
825000.0,2019.0,9644.0,1197.0,3995.0,1735.0,1515.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
425000.0,2017.0,41624.0,998.0,3695.0,1600.0,1560.0,5.0,35.0,Petrol,Automatic,Second,Individual,FWD,1
459999.0,2016.0,82844.0,1186.0,3765.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
980000.0,2011.0,78000.0,2497.0,4868.0,1854.0,1471.0,5.0,80.0,Petrol,Automatic,Second,Individual,RWD,4
789000.0,2017.0,60444.0,1498.0,4315.0,1822.0,1695.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
770000.0,2015.0,112000.0,1248.0,4265.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,1
445000.0,2012.0,54948.0,1248.0,3715.0,1680.0,1620.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
450000.0,2016.0,53300.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
840000.0,2019.0,34000.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
4000000.0,2017.0,25500.0,1999.0,4360.0,2120.0,1635.0,5.0,57.0,Diesel,Automatic,Second,Individual,AWD,6
2800000.0,2018.0,20000.0,2143.0,4630.0,1777.0,1432.0,5.0,56.0,Diesel,Automatic,First,Individual,FWD,4
525000.0,2018.0,78900.0,1120.0,3995.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
285000.0,2011.0,52000.0,998.0,3539.0,1475.0,1700.0,5.0,35.0,CNG,Manual,First,Individual,FWD,1
1989999.0,2018.0,103000.0,2524.0,4697.0,1882.0,1665.0,7.0,63.0,Diesel,Automatic,First,Individual,FWD,2
620000.0,2017.0,92000.0,1498.0,3998.0,1765.0,1647.0,5.0,52.0,Diesel,Manual,First,Individual,FWD,1
1998999.0,2017.0,39328.0,2143.0,4630.0,1777.0,1432.0,5.0,56.0,Diesel,Automatic,First,Individual,FWD,4
2725000.0,2020.0,18625.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Automatic,First,Individual,RWD,3
590000.0,2019.0,26000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
1489000.0,2014.0,81000.0,1995.0,4097.0,1789.0,1561.0,5.0,47.0,Diesel,Automatic,Second,Individual,FWD,5
685000.0,2018.0,92000.0,1248.0,3995.0,1735.0,1515.0,5.0,37.0,Diesel,Automatic,First,Individual,FWD,1
1121000.0,2019.0,38000.0,2523.0,4456.0,1820.0,1930.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,2
1350000.0,2015.0,47706.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,3
1299000.0,2021.0,13400.0,1462.0,4445.0,1775.0,1700.0,6.0,45.0,Petrol,Manual,First,Individual,FWD,1
450000.0,2016.0,44613.0,1498.0,3995.0,1695.0,1525.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
550000.0,2019.0,29000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
445000.0,2015.0,67580.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,CNG,Manual,First,Individual,FWD,1
495000.0,2015.0,42000.0,1591.0,4375.0,1700.0,1475.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
360000.0,2015.0,16205.0,998.0,3515.0,1550.0,1510.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,1
345000.0,2007.0,92000.0,1995.0,4470.0,1810.0,1695.0,5.0,66.0,Petrol,Automatic,Third,Individual,AWD,1
565000.0,2016.0,29000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,1
615000.0,2017.0,69000.0,1493.0,3995.0,1835.0,1839.0,7.0,60.0,Diesel,Automatic,First,Individual,RWD,2
2650000.0,2018.0,50000.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,Second,Individual,RWD,4
3785000.0,2019.0,29221.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,First,Individual,RWD,4
1175000.0,2012.0,77000.0,1968.0,4915.0,1874.0,1455.0,5.0,65.0,Diesel,Automatic,Second,Individual,FWD,3
1450000.0,2013.0,70000.0,1995.0,4624.0,2031.0,1429.0,5.0,60.0,Diesel,Automatic,Second,Individual,RWD,4
1390000.0,2022.0,32000.0,1498.0,4549.0,1748.0,1489.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
2990000.0,2020.0,17904.0,1968.0,4486.0,1839.0,1672.0,5.0,71.0,Diesel,Automatic,First,Individual,AWD,1
2150000.0,2012.0,95000.0,2179.0,4355.0,2120.0,1635.0,5.0,57.0,Diesel,Automatic,First,Individual,AWD,6
315000.0,2013.0,72000.0,998.0,3539.0,1475.0,1700.0,5.0,35.0,CNG,Manual,First,Individual,FWD,1
295000.0,2012.0,66240.0,1200.2,3860.0,1641.0,1494.4,5.0,37.8,Petrol,Manual,Third,Individual,FWD,1
400000.0,2016.0,67850.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,CNG,Manual,First,Individual,FWD,1
379000.0,2012.0,88500.0,1541.2,4259.0,1745.0,1583.4,5.4,45.4,Diesel,Manual,Second,Individual,FWD,2
1075000.0,2019.0,45000.0,1591.0,4270.0,1780.0,1665.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,1
1321000.0,2018.0,38000.0,1798.0,4620.0,1775.0,1475.0,5.0,55.0,Petrol,Automatic,First,Corporate,FWD,3
950000.0,2020.0,55055.0,1248.0,4300.0,1785.0,1595.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
825000.0,2021.0,22000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
465000.0,2014.0,25704.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
475000.0,2016.0,55353.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,Second,Individual,FWD,1
1775000.0,2015.0,80000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,3
825000.0,2018.0,62000.0,1197.0,4390.0,1699.0,1467.0,5.0,55.0,Petrol,Automatic,First,Corporate,FWD,1
3450000.0,2019.0,41526.0,3198.0,4892.0,1860.0,1837.0,7.0,80.0,Diesel,Automatic,First,Individual,AWD,1
379000.0,2018.0,29434.0,1047.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
240000.0,2017.0,42000.0,1198.0,3785.0,1635.0,1485.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
1525000.0,2021.0,14000.0,1497.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,3
1400000.0,2014.0,35000.0,1995.0,4624.0,2031.0,1429.0,5.0,60.0,Diesel,Automatic,First,Individual,RWD,4
1044999.0,2012.0,75000.0,1959.4,4328.6,1798.2,1724.2,5.6,60.0,Diesel,Automatic,Second,Individual,FWD,4
2450000.0,2018.0,61000.0,2143.0,4424.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,Second,Individual,FWD,4
1789999.0,2015.0,45000.0,2143.0,4417.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,4
775000.0,2020.0,39000.0,1197.0,3995.0,1775.0,1505.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
229999.0,2012.0,52000.0,998.0,3600.0,1495.0,1595.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
280000.0,2011.0,54000.0,998.0,3539.0,1475.0,1700.0,5.0,35.0,CNG,Manual,First,Individual,FWD,1
300000.0,2018.0,51000.0,814.0,3495.0,1550.0,1500.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,1
160000.0,2011.0,72000.0,998.0,3545.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
150000.0,2011.0,65000.0,796.0,3495.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
1685000.0,2016.0,80251.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,3
270000.0,2010.0,86000.0,1197.0,3565.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
